fname		mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	bass_name
n07op59-1_02	552	415	415	1/8	1/8	3/8	1	1	vi	Bb	I		vi		vi						m	False	False	(3, 0, 4)	()	3	3	G
n07op59-1_02	553	415	415	1/4	1/4	3/8	1	1	IV6	Bb	I		IV6		IV		6				M	False	False	(3, 0, -1)	()	-1	3	G
n07op59-1_03	103	34	33	1/4	1/4	2/4	1	1	#viio7	f	v		#viio7		#vii	o	7				o7	True	True	(5, 2, -1, -4)	()	5	5	B
n07op59-1_03	104	34	33	3/8	3/8	2/4	1	1	i	f	v		i		i						m	True	True	(0, -3, 1)	()	0	0	C
n07op59-1_03	105	35	34	0	0	2/4	1	1	i	f	v		i		i						m	True	True	(0, -3, 1)	()	0	0	C
n07op59-1_03	106	35	34	1/32	1/32	2/4	1	1	ii%43/iv	f	v		ii%43/iv		ii	%	43		iv		%7	True	True	(-5, -1, 1, -2)	()	1	-5	Db
n07op59-1_03	107	35	34	3/32	3/32	2/4	1	1	#viio65	f	v		#viio65		#vii	o	65				o7	True	True	(2, -1, -4, 5)	()	5	2	D
n07op59-1_03	108	35	34	5/32	5/32	2/4	1	1	i6	f	v		i6		i		6				m	True	True	(-3, 1, 0)	()	0	-3	Eb
n07op59-1_03	109	35	34	7/32	7/32	2/4	1	1	@none	f	v		@none		@none						m	True	True	()	()			
n07op59-1_03	110	35	34	3/8	3/8	2/4	1	1	V65/iv	f	v		V65/iv		V		65		iv		Mm7	True	True	(4, 1, -2, 0)	()	0	4	E
n07op59-1_03	174	62	61	1/4	1/4	2/4	1	1	V(4)/III	f	v		V(4)/III		V			4	III		M	True	True	(-2, -3, -1)	()	-2	-2	Bb
n07op59-1_03	175	62	61	5/16	5/16	2/4	1	1	V7/III	f	v		V7/III		V		7		III		Mm7	True	True	(-2, 2, -1, -4)	()	-2	-2	Bb
n07op59-1_03	176	62	61	7/16	7/16	2/4	1	1	V6	f	v		V6		V		6				M	True	True	(5, 2, 1)	()	1	5	B
n07op59-1_03	177	63	62	0	0	2/4	1	1	i(4)	f	v		i(4)		i			4			m	True	True	(0, -1, 1)	()	0	0	C
n07op59-1_03	178	63	62	1/16	1/16	2/4	1	1	V6/bII	f	v		V6/bII		V		6		bII		M	True	True	(0, -3, -4)	()	-4	0	C
n07op59-1_03	179	63	62	1/4	1/4	2/4	1	1	.bII	f	v		bII		bII						M	True	True	(-5, -1, -4)	()	-5	-5	Db
n07op59-1_03	180	63	62	3/8	3/8	2/4	1	1	V65/III	f	v		V65/III		V		65		III		Mm7	True	True	(2, -1, -4, -2)	()	-2	2	D
n07op59-1_03	181	64	63	0	0	2/4	1	1	III	f	v		III		III						M	True	True	(-3, 1, -2)	()	-3	-3	Eb
n07op59-1_03	182	64	63	3/16	3/16	2/4	1	1	V6/iv	f	v		V6/iv		V		6		iv		M	True	True	(4, 1, 0)	()	0	4	E
n07op59-1_03	183	64	63	1/4	1/4	2/4	1	1	iv	f	v		iv		iv						m	True	True	(-1, -4, 0)	()	-1	-1	F
n07op59-1_03	184	64	63	3/8	3/8	2/4	1	1	i.V6/III	f	i		V6/III		V		6		III		M	True	True	(2, -1, -2)	()	-2	2	G
n07op59-1_03	185	65	64	0	0	2/4	1	1	III	f	i		III		III						M	True	True	(-3, 1, -2)	()	-3	-3	Ab
n07op59-1_03	186	65	64	1/8	1/8	2/4	1	1	#viio7/iv	f	i		#viio7/iv		#vii	o	7		iv		o7	True	True	(4, 1, -2, -5)	()	4	4	A
n07op59-1_03	187	65	64	1/4	1/4	2/4	1	1	iv	f	i		iv		iv						m	True	True	(-1, -4, 0)	()	-1	-1	Bb
n07op59-1_03	354	122	121	1/8	1/8	2/4	1	1	#viio6/iv	f	i		#viio6/iv		#vii	o	6		iv		o	True	True	(1, -2, 4)	()	4	1	C
n07op59-1_03	355	122	121	1/4	1/4	2/4	1	1	iv6	f	i		iv6		iv		6				m	True	True	(-4, 0, -1)	()	-1	-4	Db
n07op59-1_03	356	122	121	7/16	7/16	2/4	1	1	V65/VII	f	i		V65/VII		V		65		VII		Mm7	True	True	(3, 0, -3, -1)	()	-1	3	D
n07op59-1_03	357	123	122	0	0	2/4	1	1	VII	f	i		VII		VII						M	True	True	(-2, 2, -1)	()	-2	-2	Eb
n07op59-1_03	359	123	122	1/4	1/4	2/4	1	1	VII6	f	i		VII6		VII		6				M	True	True	(2, -1, -2)	()	-2	2	G
n07op59-1_03	360	123	122	7/16	7/16	2/4	1	1	#viio65	f	i		#viio65		#vii	o	65				o7	True	True	(2, -1, -4, 5)	()	5	2	G
n07op59-1_03	361	124	123	0	0	2/4	1	1	i6	f	i		i6		i		6				m	True	True	(-3, 1, 0)	()	0	-3	Ab
n07op59-1_03	362	124	123	1/8	1/8	2/4	1	1	#viio7/iv	f	i		#viio7/iv		#vii	o	7		iv		o7	True	True	(4, 1, -2, -5)	()	4	4	A
n07op59-1_03	363	124	123	1/4	1/4	2/4	1	1	.bII6	f	i		bII6		bII		6				M	True	True	(-1, -4, -5)	()	-5	-1	Bb
n07op59-1_03	364	124	123	3/8	3/8	2/4	1	1	#viio7/V	f	i		#viio7/V		#vii	o	7		V		o7	True	True	(6, 3, 0, -3)	()	6	6	B
n07op59-1_03	365	125	124	0	0	2/4	1	1	V	f	i		V		V						M	True	True	(1, 5, 2)	()	1	1	C
n07op59-1_03	366	125	124	1/4	1/4	2/4	1	1	ii%43	f	i		ii%43		ii	%	43				%7	True	True	(-4, 0, 2, -1)	()	2	-4	Db
n07op59-1_03	367	125	124	3/8	3/8	2/4	1	1	V43/V	f	i		V43/V		V		43		V		Mm7	True	True	(3, 0, 2, 6)	()	2	3	D
n07op59-1_04	102	54	54	1/4	1/4	2/4	1	1	V64	F	v		V64		V		64				M	False	True	(2, 1, 5)	()	1	2	D
n07op59-1_04	103	55	55	0	0	2/4	1	1	i6	F	v		i6		i		6				m	False	True	(-3, 1, 0)	()	0	-3	Eb
n07op59-1_04	104	55	55	1/4	1/4	2/4	1	1	#viio7/iv	F	v		#viio7/iv		#vii	o	7		iv		o7	False	True	(4, 1, -2, -5)	()	4	4	E
n07op59-1_04	105	56	56	0	0	2/4	1	1	V2	F	v		V2		V		2				Mm7	False	True	(-1, 1, 5, 2)	()	1	-1	F
n07op59-1_04	225	123	123	7/16	7/16	2/4	1	1	V43	F	vi		V43		V		43				Mm7	False	True	(2, -1, 1, 5)	()	1	2	E
n07op59-1_04	226	124	124	1/16	1/16	2/4	1	1	i6	F	vi		i6		i		6				m	False	True	(-3, 1, 0)	()	0	-3	F
n07op59-1_04	227	124	124	3/16	3/16	2/4	1	1	#viio7/iv	F	vi		#viio7/iv		#vii	o	7		iv		o7	False	True	(4, 1, -2, -5)	()	4	4	F#
n07op59-1_04	228	124	124	5/16	5/16	2/4	1	1	iv	F	vi		iv		iv						m	False	True	(-1, -4, 0)	()	-1	-1	G
n07op59-1_04	255	135	135	0	0	2/4	1	1	VI	F	vi		VI		VI						M	False	True	(-4, 0, -3)	()	-4	-4	Bb
n07op59-1_04	256	135	135	1/4	1/4	2/4	1	1	.bVII.V	F	bVII		V		V						M	False	False	(1, 5, 2)	()	1	1	Bb
n07op59-1_04	257	136	136	0	0	2/4	1	1	I64	F	bVII		I64		I		64				M	False	False	(1, 0, 4)	()	0	1	Bb
n07op59-1_04	258	136	136	3/8	3/8	2/4	1	1	V7	F	bVII		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	Bb
n07op59-1_04	259	137	137	0	0	2/4	1	1	I64	F	bVII		I64		I		64				M	False	False	(1, 0, 4)	()	0	1	Bb
n07op59-1_04	260	137	137	1/4	1/4	2/4	1	1	V7	F	bVII		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	Bb
n07op59-1_04	261	138	138	0	0	2/4	1	1	I64	F	bVII		I64		I		64				M	False	False	(1, 0, 4)	()	0	1	Bb
n07op59-1_04	262	138	138	1/4	1/4	2/4	1	1	V	F	bVII		V		V						M	False	False	(1, 5, 2)	()	1	1	Bb
n07op59-1_04	263	138	138	7/16	7/16	2/4	1	1	#viio7/vi	F	bVII		#viio7/vi		#vii	o	7		vi		o7	False	False	(8, 5, 2, -1)	()	8	8	B
n07op59-1_04	264	139	139	0	0	2/4	1	1	V/ii	F	bVII		V/ii		V				ii		M	False	False	(3, 7, 4)	()	3	3	C
n07op59-1_04	265	139	139	1/4	1/4	2/4	1	1	V7/ii	F	bVII		V7/ii		V		7		ii		Mm7	False	False	(3, 7, 4, 1)	()	3	3	C
n07op59-1_04	266	141	141	0	0	2/4	1	1	vi.V65	F	vi		V65		V		65				Mm7	False	True	(5, 2, -1, 1)	()	1	5	C#
n07op59-1_04	536	280	280	0	0	2/4	1	1	I.V[V6	F	I	V	V6		V		6				M	False	False	(5, 2, 1)	()	1	5	E
n07op59-1_04	537	280	280	1/4	1/4	2/4	1	1	I	F	I	V	I		I						M	False	False	(0, 4, 1)	()	0	0	F
n07op59-1_04	538	280	280	3/8	3/8	2/4	1	1	V6/ii	F	I	V	V6/ii		V		6		ii		M	False	False	(7, 4, 3)	()	3	7	F#
n07op59-1_04	539	281	281	0	0	2/4	1	1	ii	F	I	V	ii		ii						m	False	False	(2, -1, 3)	()	2	2	G
n08op59-2_01	146	59	59	1/8	1/8	6/8	1	1	I6	e	III		I6		I		6				M	True	False	(4, 1, 0)	()	0	4	B
n08op59-2_01	147	59	59	3/8	3/8	6/8	1	1	#viio65/ii	e	III		#viio65/ii		#vii	o	65		ii		o7	True	False	(4, 1, -2, 7)	()	7	4	B
n08op59-2_01	148	59	59	5/8	5/8	6/8	1	1	ii6	e	III		ii6		ii		6				m	True	False	(-1, 3, 2)	()	2	-1	C
n08op59-2_01	149	60	60	1/8	1/8	6/8	1	1	#viio7/V	e	III		#viio7/V		#vii	o	7		V		o7	True	False	(6, 3, 0, -3)	()	6	6	C#
n08op59-2_01	150	60	60	3/8	3/8	6/8	1	1	I64	e	III		I64		I		64				M	True	False	(1, 0, 4)	()	0	1	D
n08op59-2_01	151	60	60	5/8	5/8	6/8	1	1	.Ger6	e	III		Ger6	Ger	vii	o	65	b3	V		Ger	True	False	(-4, 0, -3, 6)	()	6	-4	Eb
n08op59-2_01	152	61	61	1/8	1/8	6/8	1	1	#viio65/V	e	III		#viio65/V		#vii	o	65		V		o7	True	False	(3, 0, -3, 6)	()	6	3	E
n08op59-2_01	239	126	124	1/4	1/4	6/8	1	1	.bII	e	iv		bII		bII						M	True	True	(-5, -1, -4)	()	-5	-5	Bb
n08op59-2_01	240	129	127	0	0	6/8	1	1	VI.V7/bIII	e	VI		V7/bIII		V		7		bIII		Mm7	True	False	(-2, 2, -1, -4)	()	-2	-2	Bb
n08op59-2_01	241	130	128	0	0	6/8	1	1	V65	e	VI		V65		V		65				Mm7	True	False	(5, 2, -1, 1)	()	1	5	B
n08op59-2_01	242	131	129	0	0	6/8	1	1	I	e	VI		I		I						M	True	False	(0, 4, 1)	()	0	0	C
n08op59-2_01	243	131	129	5/8	5/8	6/8	1	1	V7/IV	e	VI		V7/IV		V		7		IV		Mm7	True	False	(0, 4, 1, -2)	()	0	0	C
n08op59-2_01	244	132	130	0	0	6/8	1	1	V65/ii	e	VI		V65/ii		V		65		ii		Mm7	True	False	(7, 4, 1, 3)	()	3	7	C#
n08op59-2_01	245	133	131	0	0	6/8	1	1	ii	e	VI		ii		ii						m	True	False	(2, -1, 3)	()	2	2	D
n08op59-2_01	246	133	131	5/8	5/8	6/8	1	1	ii7	e	VI		ii7		ii		7				mm7	True	False	(2, -1, 3, 0)	()	2	2	D
n08op59-2_01	247	134	132	0	0	6/8	1	1	i.V65	e	i		V65		V		65				Mm7	True	True	(5, 2, -1, 1)	()	1	5	D#
n08op59-2_01	248	135	133	0	0	6/8	1	1	i	e	i		i		i						m	True	True	(0, -3, 1)	()	0	0	E
n08op59-2_01	375	201	199	1/8	1/8	6/8	1	1	I6	e	I		I6		I		6				M	True	False	(4, 1, 0)	()	0	4	G#
n08op59-2_01	376	201	199	3/8	3/8	6/8	1	1	#io65	e	I		#io65		#i	o	65				o7	True	False	(4, 1, -2, 7)	()	7	4	G#
n08op59-2_01	377	201	199	5/8	5/8	6/8	1	1	ii6	e	I		ii6		ii		6				m	True	False	(-1, 3, 2)	()	2	-1	A
n08op59-2_01	378	202	200	1/8	1/8	6/8	1	1	#ivo7	e	I		#ivo7		#iv	o	7				o7	True	False	(6, 3, 0, -3)	()	6	6	A#
n08op59-2_01	379	202	200	3/8	3/8	6/8	1	1	i64	e	I		i64		i		64				m	True	False	(1, 0, -3)	()	0	1	B
n08op59-2_01	380	202	200	5/8	5/8	6/8	1	1	.Ger6	e	I		Ger6	Ger	vii	o	65	b3	V		Ger	True	False	(-4, 0, -3, 6)	()	6	-4	C
n08op59-2_01	381	203	201	1/8	1/8	6/8	1	1	#ivo65	e	I		#ivo65		#iv	o	65				o7	True	False	(3, 0, -3, 6)	()	6	3	C#
n08op59-2_02	292	137	137	1/4	1/4	4/4	1	1	I6	E	I		I6		I		6				M	False	False	(4, 1, 0)	()	0	4	G#
n08op59-2_02	293	137	137	1/2	1/2	4/4	1	1	ii6	E	I		ii6		ii		6				m	False	False	(-1, 3, 2)	()	2	-1	A
n08op59-2_02	294	137	137	3/4	3/4	4/4	1	1	#viio7/V	E	I		#viio7/V		#vii	o	7		V		o7	False	False	(6, 3, 0, -3)	()	6	6	A#
n08op59-2_02	295	138	138	0	0	4/4	1	1	V(64)	E	I		V(64)		V			64			M	False	False	(1, 0, 4)	()	1	1	B
n08op59-2_02	296	138	138	1/2	1/2	4/4	1	1	viio2	E	I		viio2		vii	o	2				o7	False	False	(-4, 5, 2, -1)	()	5	-4	C
n08op59-2_02	297	139	139	1/2	1/2	4/4	1	1	vi	E	I		vi		vi						m	False	False	(3, 0, 4)	()	3	3	C#
n08op59-2_02	298	140	140	0	0	4/4	1	1	IV6	E	I		IV6		IV		6				M	False	False	(3, 0, -1)	()	-1	3	C#
n08op59-2_03	13	11	9	0	0	3/4	1	1	VII6	e	i		VII6		VII		6				M	True	True	(2, -1, -2)	()	-2	2	F#
n08op59-2_03	14	11	9	1/4	1/4	3/4	1	1	III.viio7	e	III		viio7		vii	o	7				o7	True	False	(5, 2, -1, -4)	()	5	5	F#
n08op59-2_03	15	12	10	0	0	3/4	1	1	I(4)	e	III		I(4)		I			4			M	True	False	(0, -1, 1)	()	0	0	G
n08op59-2_03	16	12	10	1/4	1/4	3/4	1	1	I(#2)	e	III		I(#2)		I			#2			M	True	False	(0, 9, 1)	()	0	0	G
n08op59-2_03	17	12	10	1/2	1/2	3/4	1	1	I	e	III		I		I						M	True	False	(0, 4, 1)	()	0	0	G
n08op59-2_03	18	13	11	0	0	3/4	1	1	#viio7/ii	e	III		#viio7/ii		#vii	o	7		ii		o7	True	False	(7, 4, 1, -2)	()	7	7	G#
n08op59-2_03	19	14	12	0	0	3/4	1	1	ii(94)	e	III		ii(94)		ii			94			m	True	False	(2, 1, 3)	(4,)	2	2	A
n08op59-2_03	20	14	12	1/2	1/2	3/4	1	1	ii	e	III		ii		ii						m	True	False	(2, -1, 3)	()	2	2	A
n08op59-2_04	275	190	190	0	0	2/2	1	1	VI.I	e	VI		I		I						M	True	False	(0, 4, 1)	()	0	0	C
n08op59-2_04	276	191	191	0	0	2/2	1	1	V6/ii	e	VI		V6/ii		V		6		ii		M	True	False	(7, 4, 3)	()	3	7	C#
n08op59-2_04	277	192	192	0	0	2/2	1	1	ii	e	VI		ii		ii						m	True	False	(2, -1, 3)	()	2	2	D
n08op59-2_04	278	193	193	0	0	2/2	1	1	V6/iii	e	VI		V6/iii		V		6		iii		M	True	False	(9, 6, 5)	()	5	9	D#
n08op59-2_04	279	194	194	0	0	2/2	1	1	iii	e	VI		iii		iii						m	True	False	(4, 1, 5)	()	4	4	E
n09op59-3_03	67	29	29	0	0	3/4	1	1	ii65	C	I		ii65		ii		65				mm7	False	False	(-1, 3, 0, 2)	()	2	-1	F
n09op59-3_03	68	29	29	1/4	1/4	3/4	1	1	V65/V	C	I		V65/V		V		65		V		Mm7	False	False	(6, 3, 0, 2)	()	2	6	F#
n09op59-3_03	69	29	29	1/2	1/2	3/4	1	1	V7	C	I		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	G
n09op59-3_03	70	30	30	0	0	3/4	1	1	V65/vi	C	I		V65/vi		V		65		vi		Mm7	False	False	(8, 5, 2, 4)	()	4	8	G#
n09op59-3_03	71	30	30	1/4	1/4	3/4	1	1	vi	C	I		vi		vi						m	False	False	(3, 0, 4)	()	3	3	A
n09op59-3_03	72	30	30	5/8	5/8	3/4	1	1	IV6	C	I		IV6		IV		6				M	False	False	(3, 0, -1)	()	-1	3	A
n09op59-3_04	57	31	30	5/8	5/8	2/2	1	1	V6	C	I		V6		V		6				M	False	False	(5, 2, 1)	()	1	5	B
n09op59-3_04	58	31	30	3/4	3/4	2/2	1	1	vi6	C	I		vi6		vi		6				m	False	False	(0, 4, 3)	()	3	0	C
n09op59-3_04	59	31	30	7/8	7/8	2/2	1	1	V65/ii	C	I		V65/ii		V		65		ii		Mm7	False	False	(7, 4, 1, 3)	()	3	7	C#
n09op59-3_04	60	32	31	0	0	2/2	1	1	ii	C	I		ii		ii						m	False	False	(2, -1, 3)	()	2	2	D
n09op59-3_04	436	265	264	0	0	2/2	1	1	V65	C	I		V65		V		65				Mm7	False	False	(5, 2, -1, 1)	()	1	5	B
n09op59-3_04	437	265	264	1/2	1/2	2/2	1	1	I	C	I		I		I						M	False	False	(0, 4, 1)	()	0	0	C
n09op59-3_04	438	266	265	0	0	2/2	1	1	V65/ii	C	I		V65/ii		V		65		ii		Mm7	False	False	(7, 4, 1, 3)	()	3	7	C#
n09op59-3_04	439	266	265	1/2	1/2	2/2	1	1	ii	C	I		ii		ii						m	False	False	(2, -1, 3)	()	2	2	D
n09op59-3_04	545	327	326	0	0	2/2	1	1	V65	C	i		V65		V		65				Mm7	False	True	(5, 2, -1, 1)	()	1	5	B
n09op59-3_04	546	329	328	0	0	2/2	1	1	I	C	i		I		I						M	False	True	(0, 4, 1)	()	0	0	C
n09op59-3_04	547	329	328	1/2	1/2	2/2	1	1	#viio/ii	C	i		#viio/ii		#vii	o			ii		o	False	True	(7, 4, 1)	()	7	7	C#
n09op59-3_04	548	330	329	0	0	2/2	1	1	ii	C	i		ii		ii						m	False	True	(2, -1, 3)	()	2	2	D
n10op74_01	231	112	112	0	0	4/4	1	1	V7/IV	Eb	VI		V7/IV		V		7		IV		Mm7	False	False	(0, 4, 1, -2)	()	0	0	C
n10op74_01	232	113	113	0	0	4/4	1	1	iv64	Eb	VI		iv64		iv		64				m	False	False	(0, -1, -4)	()	-1	0	C
n10op74_01	233	114	114	0	0	4/4	1	1	viio7/biii	Eb	VI		viio7/biii		vii	o	7		biii		o7	False	False	(-5, -8, -11, -14)	()	-5	-5	Db
n10op74_01	234	115	115	0	0	4/4	1	1	V65/biii	Eb	VI		V65/biii		V		65		biii		Mm7	False	False	(2, -1, -4, -2)	()	-2	2	D
n10op74_01	235	116	116	0	0	4/4	1	1	.biii	Eb	VI		biii		biii						m	False	False	(-3, -6, -2)	()	-3	-3	Eb
n10op74_02	83	38	38	0	0	3/8	1	1	viio7	Ab	bIII	I	viio7		vii	o	7				o7	False	False	(5, 2, -1, -4)	()	5	5	Bb
n10op74_02	84	39	39	0	0	3/8	1	1	I]	Ab	bIII	I	I		I						M	False	False	(0, 4, 1)	()	0	0	Cb
n10op74_02	85	39	39	5/16	5/16	3/8	1	1	V/IV	Ab	bIII		V/IV		V				IV		M	False	False	(0, 4, 1)	()	0	0	Cb
n10op74_02	86	40	40	0	0	3/8	1	1	#viio7/ii	Ab	bIII		#viio7/ii		#vii	o	7		ii		o7	False	False	(7, 4, 1, -2)	()	7	7	C
n10op74_02	87	41	41	0	0	3/8	1	1	V65/ii	Ab	bIII		V65/ii		V		65		ii		Mm7	False	False	(7, 4, 1, 3)	()	3	7	C
n10op74_02	88	42	42	0	0	3/8	1	1	ii	Ab	bIII		ii		ii						m	False	False	(2, -1, 3)	()	2	2	Db
n10op74_02	111	57	57	0	0	3/8	1	1	V/vi	Ab	I		V/vi		V				vi		M	False	False	(4, 8, 5)	()	4	4	C
n10op74_02	112	58	58	1/8	1/8	3/8	1	1	ii6	Ab	I		ii6		ii		6				m	False	False	(-1, 3, 2)	()	2	-1	Db
n10op74_02	113	59	59	1/8	1/8	3/8	1	1	V65/V	Ab	I		V65/V		V		65		V		Mm7	False	False	(6, 3, 0, 2)	()	2	6	D
n10op74_02	114	61	61	1/8	1/8	3/8	1	1	V7(4)	Ab	I		V7(4)		V		7	4			Mm7	False	False	(1, 0, 2, -1)	()	1	1	Eb
n10op74_02	115	62	62	0	0	3/8	1	1	V7	Ab	I		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	Eb
n10op74_02	269	145	145	0	0	3/8	1	1	I6	Ab	I		I6		I		6				M	False	False	(4, 1, 0)	()	0	4	C
n10op74_02	270	145	145	1/8	1/8	3/8	1	1	IV	Ab	I		IV		IV						M	False	False	(-1, 3, 0)	()	-1	-1	Db
n10op74_02	271	145	145	3/16	3/16	3/8	1	1	IV+	Ab	I		IV+		IV	+					+	False	False	(-1, 3, 7)	()	-1	-1	Db
n10op74_02	272	145	145	1/4	1/4	3/8	1	1	ii6	Ab	I		ii6		ii		6				m	False	False	(-1, 3, 2)	()	2	-1	Db
n10op74_02	273	145	145	5/16	5/16	3/8	1	1	V6/V	Ab	I		V6/V		V		6		V		M	False	False	(6, 3, 2)	()	2	6	D
n10op74_02	274	146	146	0	0	3/8	1	1	V7(4)	Ab	I		V7(4)		V		7	4			Mm7	False	False	(1, 0, 2, -1)	()	1	1	Eb
n10op74_02	275	146	146	1/8	1/8	3/8	1	1	V7	Ab	I		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	Eb
n11op95_01	107	66	66	0	0	4/4	1	1	#viio	f	i		#viio		#vii	o					o	True	True	(5, 2, -1)	()	5	5	E
n11op95_01	108	67	67	0	0	4/4	1	1	i	f	i		i		i						m	True	True	(0, -3, 1)	()	0	0	F
n11op95_01	109	67	67	1/2	1/2	4/4	1	1	.Ger6/iv	f	i		Ger6/iv	Ger	vii	o	65	b3	V/iv		Ger	True	True	(-5, -1, -4, 5)	()	5	-5	Gb
n11op95_01	110	68	68	0	0	4/4	1	1	iio	f	i		iio		ii	o					o	True	True	(2, -1, -4)	()	2	2	G
n11op95_01	111	69	69	0	0	4/4	1	1	III	f	i		III		III						M	True	True	(-3, 1, -2)	()	-3	-3	Ab
n11op95_02	84	48	48	1/4	1/4	2/4	1	1	#viio6(2)/V	D	I		#viio6(2)/V		#vii	o	6	2	V		o	False	False	(3, 0, 1)	()	6	3	B
n11op95_02	85	48	48	3/8	3/8	2/4	1	1	#viio6/V	D	I		#viio6/V		#vii	o	6		V		o	False	False	(3, 0, 6)	()	6	3	B
n11op95_02	86	49	49	0	0	2/4	1	1	V/bIII	D	I		V/bIII		V				bIII		M	False	False	(-2, 2, -1)	()	-2	-2	C
n11op95_02	87	49	49	1/4	1/4	2/4	1	1	V65	D	I		V65		V		65				Mm7	False	False	(5, 2, -1, 1)	()	1	5	C#
n11op95_02	88	50	50	0	0	2/4	1	1	I	D	I		I		I						M	False	False	(0, 4, 1)	()	0	0	D
n11op95_02	89	50	50	1/8	1/8	2/4	1	1	.bVI6	D	I		bVI6		bVI		6				M	False	False	(0, -3, -4)	()	-4	0	D
n11op95_02	90	51	51	1/8	1/8	2/4	1	1	i	D	I		i		i						m	False	False	(0, -3, 1)	()	0	0	D
n11op95_02	91	51	51	1/4	1/4	2/4	1	1	#viio43/V	D	I		#viio43/V		#vii	o	43		V		o7	False	False	(0, -3, 6, 3)	()	6	0	D
n11op95_04	74	31	30	0	0	6/8	1	1	VI7(7)	f	i		VI7(7)		VI		7	7			Mm7	True	True	(-4, 0, -3, -6)	()	-4	-4	Db
n11op95_04	75	31	30	1/4	1/4	6/8	1	1	#viio6/v	f	i		#viio6/v		#vii	o	6		v		o	True	True	(3, 0, 6)	()	6	3	D
n11op95_04	76	31	30	3/8	3/8	6/8	1	1	v6	f	i		v6		v		6				m	True	True	(-2, 2, 1)	()	1	-2	Eb
n11op95_04	77	31	30	5/8	5/8	6/8	1	1	V6(+#1)	f	i		V6(+#1)		V		6	+#1			M	True	True	(5, 2, 1)	()	1	5	E
n11op95_04	78	32	31	0	0	6/8	1	1	i(7)	f	i		i(7)		i			7			m	True	True	(0, -3, 1)	(-2,)	0	0	F
n11op95_04	79	32	31	1/8	1/8	6/8	1	1	i(#6)	f	i		i(#6)		i			#6			m	True	True	(0, -3, 1)	(3,)	0	0	F
n12op127_01	61	28	28	1/2	1/2	3/4	1	1	III7	Eb	I		III7		III		7				Mm7	False	False	(4, 8, 5, 2)	()	4	4	G
n12op127_01	62	28	28	5/8	5/8	3/4	1	1	ii6	Eb	I		ii6		ii		6				m	False	False	(-1, 3, 2)	()	2	-1	Ab
n12op127_01	63	29	29	0	0	3/4	1	1	V65/V	Eb	I		V65/V		V		65		V		Mm7	False	False	(6, 3, 0, 2)	()	2	6	A
n12op127_01	64	29	29	1/8	1/8	3/4	1	1	V(64)	Eb	I		V(64)		V			64			M	False	False	(1, 0, 4)	()	1	1	Bb
n12op127_01	65	29	29	1/2	1/2	3/4	1	1	V7	Eb	I		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	Bb
n12op127_01	66	30	30	0	0	3/4	1	1	#viio7/vi	Eb	I		#viio7/vi		#vii	o	7		vi		o7	False	False	(8, 5, 2, -1)	()	8	8	B
n12op127_01	67	30	30	1/8	1/8	3/4	1	1	vi	Eb	I		vi		vi						m	False	False	(3, 0, 4)	()	3	3	C
n12op127_01	102	45	45	0	0	3/4	1	1	V65/IV	Eb	iii		V65/IV		V		65		IV		Mm7	False	True	(4, 1, -2, 0)	()	0	4	B
n12op127_01	103	46	46	0	0	3/4	1	1	IV(94)	Eb	iii		IV(94)		IV			94			M	False	True	(-1, -2, 0)	(1,)	-1	-1	C
n12op127_01	104	46	46	1/4	1/4	3/4	1	1	IV(#2)	Eb	iii		IV(#2)		IV			#2			M	False	True	(-1, 8, 0)	()	-1	-1	C
n12op127_01	105	46	46	1/2	1/2	3/4	1	1	V65/V	Eb	iii		V65/V		V		65		V		Mm7	False	True	(6, 3, 0, 2)	()	2	6	C#
n12op127_01	106	47	47	3/8	3/8	3/4	1	1	V	Eb	iii		V		V						M	False	True	(1, 5, 2)	()	1	1	D
n12op127_02	115	29	29	5/8	5/8	12/8	1	1	vi6	Ab	I		vi6		vi		6				m	False	False	(0, 4, 3)	()	3	0	Ab
n12op127_02	116	29	29	1	1	12/8	1	1	#viio7/ii	Ab	I		#viio7/ii		#vii	o	7		ii		o7	False	False	(7, 4, 1, -2)	()	7	7	A
n12op127_02	117	29	29	11/8	11/8	12/8	1	1	V7/V	Ab	I		V7/V		V		7		V		Mm7	False	False	(2, 6, 3, 0)	()	2	2	Bb
n12op127_02	118	29	29	23/16	23/16	12/8	1	1	V[#viio2/V	Ab	I	V	#viio2/V		#vii	o	2		V		o7	False	False	(-3, 6, 3, 0)	()	6	-3	Cb
n12op127_02	395	92	92	7/8	7/8	12/8	1	1	V6	Ab	I		V6		V		6				M	False	False	(5, 2, 1)	()	1	5	G
n12op127_02	396	92	92	1	1	12/8	1	1	vi65	Ab	I		vi65		vi		65				mm7	False	False	(0, 4, 1, 3)	()	3	0	Ab
